0,22
1,8
2,140
3,23
4,212
5,192
6,25
7,178
8,23
9,8
10,150
11,145
12,85
13,206
14,36
15,167
16,209
17,115
18,77
19,233
20,70
21,102
22,166
23,187
24,183
25,161
26,99
27,20
28,92
29,111
30,171
31,116
32,142
33,12
34,234
35,86
36,243
37,32
38,232
39,144
40,130
41,213
42,38
43,4
44,76
45,73
46,40
47,58
48,6
49,101
50,110
51,18
52,30
53,206
54,91
55,135
56,40
57,92
58,239
59,229
60,164
61,221
62,170
63,99
64,77
65,67
66,251
67,192
68,172
69,132
70,172
71,137
72,165
73,101
74,138
75,140
76,113
77,33
78,2
79,69
80,25
81,197
82,21
83,33
84,58
85,51
86,18
87,232
88,196
89,234
90,8
91,151
92,126
93,134
94,95
95,147
96,123
97,89
98,92
99,125
100,102
101,87
102,68
103,108
104,69
105,135
106,74
107,108
108,103
109,59
110,34
111,121
112,56
113,22
114,8
115,238
116,3
117,16
118,0
119,248
120,200
121,243
122,250
123,224
124,7
125,190
126,235
127,210
128,192
129,208
130,182
131,185
132,127
133,146
134,142
135,111
136,146
137,90
138,133
139,85
140,96
141,81
142,14
143,33
144,49
145,23
146,54
147,74
148,36
149,41
150,31
151,31
152,26
153,211
154,216
155,195
156,212
157,199
158,213
159,189
160,223
161,177
162,176
163,163
164,163
165,154
166,173
167,158
168,135
169,143
170,156
171,137
172,142
173,156
174,141
175,128
176,147
177,120
178,131
179,155
180,163
181,149
182,165
183,147
184,106
185,86
186,87
187,63
188,62
189,33
190,45
191,34
192,38
193,81
194,73
195,52
196,35
197,12
198,18
199,24
200,38
201,32
202,41
203,12
204,59
205,97
206,55
207,18
208,47
209,236
210,21
211,15
212,0
213,240
214,28
215,21
216,74
217,31
218,33
219,24
220,56
221,51
222,52
223,36
224,95
225,48
226,15
227,21
228,74
229,83
230,152
231,174
232,161
233,210
234,191
235,213
236,54
237,143
238,102
239,253
240,215
241,140
242,201
243,72
244,250
245,112
246,94
247,220
248,236
249,159
250,168
251,210
252,177
253,100
254,79
255,93
